category_grouped,customer_state,state_share
cool_stuff,AP,0.0005037946128169378
cool_stuff,BA,0.03866254327904917
cool_stuff,CE,0.019696581340393017
cool_stuff,DF,0.01957756490882911
cool_stuff,ES,0.017197707904436074
cool_stuff,GO,0.03523853209405694
cool_stuff,MA,0.012525952309699731
cool_stuff,MG,0.11688852041574299
cool_stuff,MS,0.0098777118649922
cool_stuff,MT,0.011967490592361425
cool_stuff,PA,0.012493701353594129
cool_stuff,PB,0.009048605672567265
cool_stuff,PE,0.02366340732724522
cool_stuff,PI,0.0058021481383929725
cool_stuff,PR,0.05884268089034167
cool_stuff,RJ,0.13229267289071744
cool_stuff,RN,0.0064756452015307464
cool_stuff,RO,0.004358470500695469
cool_stuff,RR,0.00026348684353803055
cool_stuff,RS,0.07274760085484315
cool_stuff,SC,0.04432385530675819
cool_stuff,SE,0.009297680153355308
cool_stuff,SP,0.3271210871232738
cool_stuff,TO,0.005522473395596775
costruction_tools_garden,AM,0.0058369781770318515
costruction_tools_garden,BA,0.05658715871203003
costruction_tools_garden,CE,0.07347966484509841
costruction_tools_garden,DF,0.01737169211228509
costruction_tools_garden,ES,0.020059550941598846
costruction_tools_garden,GO,0.015050665034596141
costruction_tools_garden,MG,0.10029807480550876
costruction_tools_garden,MS,0.007571266510629798
costruction_tools_garden,PA,0.0057924846225154035
costruction_tools_garden,PB,0.01999297065858143
costruction_tools_garden,PE,0.03933262229005444
costruction_tools_garden,PI,0.017133219463977507
costruction_tools_garden,PR,0.02408189630889154
costruction_tools_garden,RJ,0.23772265983109095
costruction_tools_garden,RN,0.007593353239130768
costruction_tools_garden,RO,0.006483895253850133
costruction_tools_garden,RS,0.03750710616482205
costruction_tools_garden,SC,0.011666914208744553
costruction_tools_garden,SP,0.2964378268195623
costruction_tools_tools,BA,0.04022767711023147
costruction_tools_tools,CE,0.006339852917642689
costruction_tools_tools,ES,0.03340160152379507
costruction_tools_tools,GO,0.14876016007431625
costruction_tools_tools,MG,0.11398743292831504
costruction_tools_tools,MS,0.001456437627166465
costruction_tools_tools,MT,0.012387526158166226
costruction_tools_tools,PA,0.0029346214516757668
costruction_tools_tools,PB,0.019795173124822613
costruction_tools_tools,PE,0.012632867871777729
